"obs","island","sagrei.present","sagrei.type","species","sex","svl","morph.good","mass","head.ht","hindlimb.phalanx","hindlimb.metatarsal","tibia","fibula","femur","pelvis.width","metacarpal","ulna","radius","humerus","shoulder.width","leg.length","opening.inlever","closing.inlever","whole.head","outlever","snout.plus.eye","snout","real.eye.length","frontal.parietal.to.snout","braincase.width","head.width.retroarticulars","head.width.jugals","head.width.quadrates","snout.width.eye","real.lower.jaw.length","real.quadrate.to.symphisis","real.jugal.to.symphasis","real.orbit.to.symphysis"
"S388","osprey",0,0,"carolinensis","m",53.34,1,2.4,5.11,3.156,5.127,8.095,8.048,10.312,4.402,2.035,6.297,5.555,8.508,5.204,26.69,1.667,3,15.147,13.48,10.48,5.576,5.211,11.527,2.478,6.859,8.002,7.905,4.485,15.53,14.047,11.217,6.01
"S390","yang",1,2,"carolinensis","m",60.46,1,3.9,5.82,3.444,5.535,9.11,8.952,10.906,5.028,2.276,6.612,5.431,8.932,5.753,28.995,1.811,3.095,17.048,15.237,12.142,6.332,6.147,12.951,2.478,7.525,9.146,8.864,5.143,17.458,15.868,12.975,6.834
"S391","yang",1,2,"carolinensis","m",56.94,1,2.8,5.52,3.114,5.187,8.513,8.531,10.671,4.849,2.221,6.332,5.676,8.783,5.591,27.485,1.643,3.318,15.577,13.934,10.616,5.675,5.28,11.985,2.504,6.518,8.443,8.431,4.727,15.914,14.558,11.424,6.147
"S393","yang",1,2,"carolinensis","m",58.43,1,3.1,5.98,3.408,5.374,8.598,8.641,10.88,4.695,2.193,6.685,5.513,8.645,5.442,28.26,1.628,3.716,17.029,15.401,11.685,6.467,5.516,12.551,2.516,7.166,8.992,9.098,5.414,17.402,16.059,12.52,7.011
"S394","yang",1,2,"carolinensis","m",55.52,1,2.9,5.37,3.426,5.336,8.499,8.587,10.869,4.983,2.089,6.573,5.433,8.965,6.095,28.13,1.755,3.156,15.92,14.165,11.009,5.546,5.77,11.952,2.009,6.857,8.347,8.236,4.634,16.285,14.751,11.773,6.01
"S395","yang",1,2,"carolinensis","m",55.79,1,2.8,5.77,3.273,5.549,8.689,8.745,10.911,4.792,1.925,6.663,5.614,8.772,5.708,28.422,1.516,3.366,16.213,14.698,11.331,5.814,5.869,11.635,2.555,7.455,8.861,8.604,4.856,16.636,15.314,12.167,6.301
"S396","yang",1,2,"carolinensis","m",56.43,1,3,5.6,3.08,5.175,8.624,8.673,11.003,4.986,1.785,6.405,5.541,8.91,5.793,27.882,1.529,3.381,16.057,14.528,11.147,5.858,5.64,12.193,2.192,6.672,8.859,8.766,4.953,16.4,15.175,11.995,6.36
"S397","yang",1,2,"carolinensis","m",55.84,1,2.9,5.71,3.203,5.297,8.85,8.775,11.019,4.856,2.118,6.437,5.441,8.682,5.666,28.369,1.522,3.334,15.806,14.284,10.95,5.951,5.384,12.093,2.103,6.676,8.477,8.198,4.476,16.155,14.86,11.742,6.358
"S398","yang",1,2,"carolinensis","m",56.84,1,3.1,5.82,3.436,5.267,9.193,9.16,11.334,5.167,2.226,6.898,5.89,8.788,6.096,29.23,1.751,3.15,16.569,14.818,11.669,5.846,6.11,12.097,2.114,6.503,8.919,8.24,5.227,16.885,15.38,12.492,6.404
"S399","yang",1,2,"carolinensis","m",55.29,1,2.4,5.55,3.454,5.476,8.486,8.713,11.162,5.096,2.385,6.612,5.684,8.692,5.731,28.578,1.585,3.102,15.766,14.181,11.079,5.703,5.686,11.495,2.124,5.923,8.279,8.071,4.583,16.042,14.744,11.827,6.146
"S400","yang",1,2,"carolinensis","f",47.81,1,1.9,4.38,2.766,4.351,7.071,7.092,8.768,4.804,1.733,5.381,4.483,7.256,4.804,22.956,1.328,2.413,12.587,11.259,8.846,4.457,4.655,9.471,2.541,5.705,7.19,6.745,4.09,12.906,11.753,9.548,4.904
"S401","crescent",0,0,"carolinensis","m",59.85,1,3.8,6.17,3.595,5.235,8.705,8.805,10.831,5.251,2.322,6.629,5.809,8.962,6.173,28.366,1.847,3.373,16.958,15.111,11.738,6.355,5.761,12.398,2.748,7.655,9.281,9.188,5.197,17.384,15.794,12.622,6.866
"S403","crescent",0,0,"carolinensis","m",56.65,1,3.6,6.03,3.323,5.118,8.596,8.666,10.664,5.32,2.174,6.869,5.805,9.056,6.749,27.701,1.557,3.562,15.744,14.187,10.625,5.183,5.862,11.281,2.562,7.677,9.292,9.021,4.949,16.206,14.887,11.596,5.743
"S405","crescent",0,0,"carolinensis","m",60.92,1,4.3,6.3,3.681,6.078,9.199,9.194,11.797,5.521,2.52,7.182,6.053,9.476,6.882,30.755,1.773,3.907,17.198,15.426,11.519,5.816,6.181,12.185,2.481,7.706,10.213,9.572,5.466,17.625,16.151,12.6,6.427
"S406","crescent",0,0,"carolinensis","m",61.17,1,4.1,6.26,3.701,5.825,9.664,9.752,11.883,5.018,2.241,7.197,6.056,9.614,6.903,31.073,1.957,3.861,17.446,15.49,11.629,6.285,5.775,12.402,2.388,7.627,9.244,9.058,4.871,17.858,16.138,12.514,6.74
"S407","crescent",0,0,"carolinensis","m",59.2,1,3.8,6.02,3.618,5.768,9.578,9.658,11.751,5.071,2.31,7.31,6.244,9.705,6.056,30.715,1.828,3.847,16.845,15.017,11.17,5.84,5.747,12.448,2.247,7.347,9.505,9.102,5.206,17.241,15.692,12.139,6.394
"S408","crescent",0,0,"carolinensis","m",54.26,1,2.7,5.31,3.346,5.267,8.396,8.347,10.675,4.726,2.039,6.6,5.611,8.68,5.535,27.684,1.369,3.036,14.564,13.195,10.159,5.171,5.322,11.091,2.265,6.468,8.071,7.977,4.363,14.918,13.784,10.931,5.612
"S411","crescent",0,0,"carolinensis","m",58.32,1,3,5.47,3.598,5.465,9.165,9.087,11.348,4.864,2.164,7.183,6.099,9.195,5.934,29.576,1.875,3.316,16.532,14.657,11.341,5.911,5.745,11.822,2.691,6.824,8.845,8.555,5.095,16.881,15.269,12.173,6.436
"S412","crescent",0,0,"carolinensis","m",60.95,1,3.9,6.01,4.018,5.761,9.037,9.274,11.51,5.207,2.174,7.141,6.121,9.703,6.96,30.326,1.861,3.75,17.258,15.397,11.647,6.184,5.875,13.03,2.115,8.056,9.604,9.297,5.28,17.722,16.084,12.598,6.724
"S413","crescent",0,0,"carolinensis","m",57.62,1,3.2,5.93,3.308,5.392,8.632,8.58,10.904,4.804,1.875,6.601,5.608,8.687,6.365,28.236,1.526,3.32,15.39,13.865,10.544,5.134,5.904,11.1,2.59,7.661,9.323,8.75,4.606,15.86,14.538,11.529,5.627
"S415","crescent",0,0,"carolinensis","m",59.56,1,3.6,5.96,3.37,5.324,8.744,8.791,10.917,5.278,2.452,6.722,5.878,9.315,6.39,28.355,1.78,3.504,16.247,14.466,10.962,5.722,5.706,11.631,2.691,7.593,9.517,9.231,4.999,16.684,15.185,11.95,6.244
"S416","crescent",0,0,"carolinensis","f",51.16,1,2.6,4.79,3.019,4.903,7.591,7.518,9.493,4.586,1.835,5.67,4.932,7.675,5.695,25.006,1.264,2.51,12.699,11.435,8.926,4.317,4.912,9.205,2.814,6.798,7.655,7.56,4.257,13.146,12.044,9.712,4.813
"S417","crescent",0,0,"carolinensis","m",58.94,1,3.9,6.31,3.25,5.542,8.644,8.829,10.661,5.113,2.096,6.64,5.791,8.78,6.777,28.097,1.853,3.776,16.515,14.662,10.885,5.497,5.807,11.847,2.683,8.066,9.398,9.475,5.071,17,15.408,11.856,6.054
"S418","channel",1,2,"carolinensis","m",58.85,1,3.6,5.95,3.349,5.272,8.436,8.45,10.927,5.061,2.044,6.582,5.554,8.546,6.14,27.984,1.762,3.428,17.381,15.618,12.191,6.382,6.176,12.857,2.762,7.524,9.238,9.238,5.047,17.783,16.287,13.036,6.863
"S419","channel",1,2,"carolinensis","m",60.24,1,3.9,6.18,3.545,5.367,9.025,8.989,11.288,5.447,2.135,6.724,5.741,8.922,6.035,29.225,1.744,3.709,17.311,15.567,11.858,6.368,5.837,12.728,2.22,8.105,9.262,9.339,5.302,17.779,16.252,12.73,6.898
"S420","channel",1,2,"carolinensis","m",54.1,1,2.8,5.64,3.043,5.214,8.03,7.957,10.134,4.595,2.05,6.025,5.178,8.335,6.001,26.421,1.598,3.287,15.064,13.465,10.178,5.269,5.28,11.333,2.775,7.159,8.231,8.395,4.338,15.483,14.104,10.978,5.698
"S421","channel",1,2,"carolinensis","f",43.53,1,1.4,4.1,2.657,3.945,6.415,6.402,8.167,4.217,1.484,4.648,4.083,6.511,4.27,21.184,1.11,2.08,10.856,9.747,7.666,3.682,4.211,8.267,2.128,5.179,6.27,6.251,3.551,11.161,10.236,8.283,4.088
"S423","channel",1,2,"carolinensis","m",57.94,1,3.1,5.63,3.431,5.393,8.568,8.539,10.972,4.67,2.439,6.542,5.621,8.548,5.799,28.364,1.771,3.414,16.584,14.813,11.399,6.013,5.822,12.416,2.334,7.689,8.847,8.646,4.431,17.024,15.431,12.227,6.408
"S424","channel",1,2,"carolinensis","f",44.26,1,1.4,4.29,2.728,4.376,6.643,6.776,8.592,4.018,1.819,4.89,4.223,6.957,4.728,22.339,1.144,2.022,11.595,10.451,8.43,4.297,4.415,8.662,2.149,5.573,6.798,6.632,3.719,11.925,10.965,9.089,4.682
"S425","channel",1,2,"carolinensis","m",52.15,1,2.6,5.16,3.052,4.923,8.024,7.682,9.674,4.579,2.029,5.891,5.073,7.82,5.684,25.673,1.583,3.056,14.74,13.158,10.102,5.122,5.352,10.614,2.493,6.615,8.045,7.761,4.123,15.107,13.718,10.873,5.521
"S433","yin",1,1,"carolinensis","m",59.62,0,4.1,5.91,3.887,5.778,8.857,8.884,11.264,5.237,2.428,6.675,5.856,8.948,6.601,29.786,1.764,3.29,16.298,14.534,11.244,5.813,5.82,11.623,2.095,8.103,9.429,9.241,5.251,16.794,15.251,12.192,6.378
"S434","lizard",1,1,"carolinensis","m",59.66,0,3.5,5.8,3.665,5.665,9.398,9.498,11.444,5.465,2.224,7.338,6.546,9.622,7.04,30.172,1.867,3.718,17.276,15.409,11.691,6.481,5.616,12.233,2.803,8.331,9.452,9.302,5.268,17.771,16.096,12.611,6.996
"S436","lizard",1,1,"carolinensis","m",56.72,1,3.4,5.75,3.48,5.615,9.254,9.126,11.067,4.867,2.281,6.905,6.202,9.103,6.178,29.416,2.005,3.237,16.342,14.337,11.1,6.001,5.478,12.392,2.388,7.142,8.955,8.67,4.951,16.728,14.978,11.969,6.492
"S437","lizard",1,1,"carolinensis","m",58.53,1,3.4,5.41,3.418,5.709,9.058,9.107,11.599,4.878,2.259,6.916,5.947,9.306,5.793,29.784,1.578,3.334,15.685,14.106,10.773,5.667,5.43,11.623,2.287,7.157,8.483,8.293,4.785,16.088,14.703,11.578,6.151
"S438","lizard",1,1,"carolinensis","m",59.04,0,3.7,6.04,3.603,5.941,9.024,8.877,11.191,5.012,2.39,7.027,5.948,9.098,5.996,29.759,1.856,3.571,17.235,15.379,11.808,6.572,5.606,12.953,2.478,7.999,9.238,8.951,5.241,17.693,16.017,12.68,7.075
"S441","lizard",1,1,"carolinensis","m",58.02,0,2.9,5.49,3.463,5.461,8.8,8.764,10.994,4.827,2.315,6.777,5.871,9.096,5.893,28.718,1.682,3.317,15.959,14.276,10.959,5.911,5.351,11.729,2.309,6.922,8.558,8.364,5.007,16.33,14.876,11.765,6.419
"S442","lizard",1,1,"carolinensis","f",48.22,1,2.1,4.76,3.024,4.902,7.695,7.668,9.684,4.807,1.906,5.63,4.827,7.893,5.117,25.305,1.221,2.324,11.887,10.665,8.341,4.029,4.567,8.919,2.501,5.775,6.869,6.658,3.856,12.233,11.173,9.02,4.467
"S443","lizard",1,1,"carolinensis","m",52.47,1,2.4,5.25,3.202,5.244,8.507,8.347,10.805,4.402,2.074,6.516,5.616,8.673,5.244,27.758,1.574,3.005,14.454,12.88,9.875,5.108,5.115,10.68,2.388,6.587,8.108,7.924,4.406,14.825,13.476,10.674,5.563
"S444","lizard",1,1,"carolinensis","f",46.9,0,1.7,4.34,2.796,4.547,7.069,7.081,9.226,4.213,1.843,5.307,4.792,7.649,4.718,23.638,1.056,2.212,11.441,10.384,8.172,3.993,4.392,8.847,2.403,5.396,6.539,6.539,3.846,11.754,10.887,8.802,4.432
"S445","lizard",1,1,"carolinensis","f",46.69,1,1.7,4.7,2.625,4.094,6.556,6.585,8.31,4.404,1.602,5.227,4.498,6.82,4.727,21.585,1.323,2.171,11.842,10.519,8.348,4.057,4.504,9.057,2.548,5.943,6.509,6.891,3.773,12.209,11.069,8.96,4.474
"S447","lizard",1,1,"carolinensis","m",58.8,1,3.6,5.89,3.665,5.404,9.06,9.13,11.408,4.952,2.384,6.728,6.078,9.286,5.877,29.537,1.941,3.577,16.75,14.809,11.232,5.966,5.634,12.148,2.148,7.154,9.19,8.876,5.198,17.128,15.46,12.135,6.507
"S450_G237","lizard",1,1,"carolinensis","f",44.05,0,1.6,4.62,2.577,4.466,7.288,7.081,9.075,4.258,1.623,5.38,4.445,7.453,4.926,23.406,0.837,2.284,10.993,10.155,7.872,3.636,4.513,8.566,2.565,5.374,6.828,6.939,3.715,11.316,10.732,8.58,4.083
"S452","hook",1,2,"carolinensis","m",56.65,1,3.1,5.49,3.456,5.421,8.736,8.623,10.749,4.941,2.133,6.814,5.881,8.773,6.262,28.362,1.584,3.543,15.815,14.231,10.688,5.615,5.381,11.893,2.478,7.703,8.659,8.876,5.069,16.277,14.907,11.532,6.161
"S454","hook",1,2,"carolinensis","f",46.72,1,1.9,4.49,2.944,4.626,7.154,7.003,9.275,4.667,1.617,5.541,4.587,7.419,5.168,23.999,1.489,2.311,12.442,10.954,8.643,4.247,4.643,9.566,2.699,6.069,7.05,7.146,4.056,12.807,11.522,9.334,4.707
"S455","hook",1,2,"carolinensis","m",56.24,1,3.4,5.9,3.36,5.577,8.917,8.899,11.201,5.244,2.404,6.866,5.866,8.827,6.354,29.055,1.659,3.266,16.749,15.09,11.824,6.112,6.021,12.83,2.773,7.351,9.064,9.214,5.252,17.148,15.778,12.663,6.653
"S456","hook",1,2,"carolinensis","m",56.41,1,2.9,5.64,3.249,5.334,8.295,8.415,10.784,4.999,2.128,6.289,5.447,8.667,6.059,27.662,1.653,3.522,16.473,14.821,11.299,6.228,5.421,12.519,2.198,7.209,8.408,8.315,4.576,16.863,15.393,12.056,6.635
"S457","hook",1,2,"carolinensis","m",57.25,1,3.4,6.05,3.173,4.981,8.487,8.584,10.882,5.237,2.021,6.487,5.72,8.782,5.941,27.523,2.004,3.397,16.311,14.307,10.91,5.638,5.634,12.251,2.293,7.382,8.929,9.012,4.966,16.723,15,11.788,6.161
"S458","hook",1,2,"carolinensis","f",47.46,1,1.6,4.27,2.646,4.238,6.672,6.624,8.394,4.819,1.562,5.097,4.38,7.113,4.675,21.95,1.293,2.438,11.625,10.332,7.893,3.963,4.173,8.492,2.198,5.541,6.504,6.687,3.704,11.95,10.859,8.537,4.374
"S460","hook",1,2,"carolinensis","m",57.96,0,3.3,6.04,3.457,5.802,9.125,9.212,11.609,5.258,2.163,6.99,6.065,9.111,6.247,29.993,1.798,3.814,16.711,14.912,11.098,6.171,5.265,11.891,2.708,8.237,8.877,8.91,5.167,17.211,15.563,11.953,6.69
"S461","hook",1,2,"carolinensis","m",54.84,1,2.6,5.62,3.366,4.96,8.089,8.019,10.307,4.867,1.762,6.168,5.392,8.236,5.733,26.722,1.666,3.142,15.569,13.903,10.761,5.761,5.301,11.243,2.002,6.666,8.094,8.094,4.572,15.922,14.48,11.497,6.198
"S463","yang",1,2,"carolinensis","m",55.31,1,3.2,5.92,3.599,5.32,8.498,8.54,10.748,5.408,2.07,6.475,5.35,8.629,5.842,28.165,1.711,3.199,15.64,13.929,10.73,5.526,5.6,11.357,2.388,7.057,8.881,8.589,4.765,16.033,14.576,11.612,6.018
"S464","yang",1,2,"carolinensis","m",58.23,1,3.3,5.43,3.115,5.336,8.532,8.471,10.77,4.966,2.297,6.674,5.761,8.687,5.327,27.753,1.566,3.251,16.136,14.57,11.319,6.008,5.648,12.043,2.857,7.354,8.868,8.691,5.05,16.55,15.204,12.157,6.517
"S465","yang",1,2,"carolinensis","m",54.86,1,3.4,5.71,3.408,5.632,9.037,8.787,10.978,4.984,2.19,6.834,5.934,8.994,5.86,29.055,1.468,3.147,14.981,13.513,10.365,5.136,5.706,11.232,2.469,6.963,9.337,8.405,4.776,15.38,14.151,11.368,5.664
"S466","yang",1,2,"carolinensis","f",48.48,1,1.8,4.65,2.795,4.654,7.677,7.532,9.523,4.865,1.785,5.263,4.546,7.505,4.773,24.649,1.401,2.522,12.509,11.108,8.586,4.228,4.58,9.279,2.612,5.629,6.785,6.907,3.971,12.821,11.632,9.232,4.671
"S468","yang",1,2,"carolinensis","m",57.56,1,3.4,6.02,3.621,5.445,8.77,8.804,11,5.269,2.128,6.753,5.879,9.341,6.134,28.836,1.735,3.201,17.179,15.444,12.244,6.348,6.22,12.995,2.42,7.571,9.287,8.81,5.329,17.591,16.06,13.095,6.885
"S472","yang",1,2,"carolinensis","m",57.37,1,3.3,5.58,3.305,5.676,8.852,8.836,11.195,5.177,2.226,6.73,6.022,9.347,6.063,29.028,1.947,3.474,16.694,14.748,11.273,5.851,5.772,12.057,2.192,7.395,8.862,9.048,4.902,17.099,15.426,12.113,6.344
"S473","yang",1,2,"carolinensis","f",48.42,1,2.1,4.3,2.884,4.507,7.093,6.954,9.218,4.492,1.674,5.063,4.609,7.336,5.1,23.702,1.101,2.267,11.674,10.573,8.307,4.102,4.502,9.206,2.271,5.075,6.751,6.61,3.54,11.946,11.078,8.966,4.467
"S474","yang",1,2,"carolinensis","f",49.25,1,2.1,4.82,2.943,4.346,7.307,7.439,9.26,4.886,1.757,5.554,4.638,7.296,5.281,23.856,1.433,2.334,12.628,11.195,8.861,4.382,4.795,9.622,2.666,6.386,7.522,7.242,4.099,13.025,11.766,9.626,4.838
"S475","yang",1,2,"carolinensis","m",59.04,1,3.6,6.06,3.349,5.881,9.211,9.321,11.253,5.39,2.288,7.06,6.035,9.226,6.402,29.694,1.971,3.147,16.416,14.445,11.298,5.603,6.111,12.55,2.356,7.47,9.19,9.02,4.782,16.836,15.133,12.197,6.092
"S476","yang",1,2,"carolinensis","m",54.23,1,2.6,5.33,3.172,5.297,8.568,8.728,10.969,4.611,2.233,6.527,5.503,8.787,5.587,28.006,1.582,2.924,14.665,13.083,10.159,5.199,5.289,11.045,2.673,6.64,8.056,7.761,4.418,15.037,13.646,10.929,5.648
"S477","pine",0,0,"carolinensis","f",48.43,1,2.2,4.46,2.791,4.446,7.482,7.369,9.306,4.37,1.757,5.259,4.502,7.418,4.818,24.025,1.344,2.529,12.4,11.055,8.526,4.196,4.576,9.151,2.339,6.148,6.939,6.907,3.984,12.775,11.582,9.205,4.645
"S478","pine",0,0,"carolinensis","m",52.9,1,2.6,5.33,3.232,5.228,8.514,8.556,10.603,4.865,2.02,6.509,5.479,8.553,6.102,27.577,1.435,3.238,15.145,13.71,10.472,5.569,5.201,11.033,2.483,6.936,8.364,8.351,4.89,15.537,14.332,11.276,6.083
"S479","pine",0,0,"carolinensis","f",48.27,1,2.1,4.65,2.971,4.114,7.164,7.181,9.023,4.452,1.849,5.256,4.744,7.358,4.781,23.272,1.341,2.363,12.05,10.709,8.346,4.025,4.587,8.99,2.428,5.716,6.857,7.03,3.792,12.385,11.272,9.023,4.449
"S481","pine",0,0,"carolinensis","f",35.7,1,1.8,4.44,2.52,3.988,6.589,6.756,8.613,4.254,1.737,4.747,4.176,6.825,5.281,21.71,1.285,2.378,11.376,10.091,7.713,3.855,4.084,8.094,2.382,5.903,6.476,6.762,3.809,11.753,10.643,8.366,4.3
"S483","pine",0,0,"carolinensis","m",59.76,1,3.4,5.48,3.356,5.325,8.813,9.043,11.118,5.181,2.082,6.354,5.555,8.904,5.853,28.612,1.904,3.595,16.504,14.6,11.005,5.733,5.623,11.504,2.483,8.203,9.268,9.165,5.363,17.006,15.303,11.941,6.329
"S484","pine",0,0,"carolinensis","m",58.89,1,3.4,5.76,3.419,5.312,8.847,8.911,10.75,5.34,2.054,6.779,5.725,9.205,5.468,28.328,1.715,3.616,16.54,14.825,11.209,6.023,5.645,11.775,2.727,7.652,9.396,8.913,4.939,16.977,15.481,12.154,6.51
"S485","pine",0,0,"carolinensis","m",56.39,1,3,5.64,3.462,5.384,8.934,8.917,11.303,5.34,2.273,6.847,5.959,8.965,6.073,29.083,1.733,3.662,16.193,14.46,10.798,6.088,5.036,11.785,2.541,7.717,8.569,8.894,5.012,16.647,15.129,11.617,6.584
"S486","pine",0,0,"carolinensis","m",55.16,1,2.7,5.51,3.157,5.155,8.594,8.771,10.731,5.069,2.082,6.441,5.479,8.32,5.461,27.637,1.723,3.149,15.682,13.958,10.81,5.843,5.273,11.175,2.379,6.705,7.936,8.22,4.394,16.036,14.551,11.515,6.243
"S488","pine",0,0,"carolinensis","f",46.6,1,2.1,4.47,2.673,4.317,7.139,7.163,8.948,4.533,1.755,5.154,4.531,7.103,4.994,23.077,1.299,2.197,11.606,10.306,8.109,4.055,4.27,8.204,2.396,5.654,6.686,6.686,4.007,11.945,10.835,8.771,4.523
"S489","channel",1,2,"carolinensis","m",59.66,1,3.7,6.16,3.082,5.676,8.962,8.988,11.028,5.15,2.096,6.866,5.824,9.066,6.431,28.748,1.815,3.48,16.713,14.898,11.419,5.916,5.961,12.156,2.478,7.734,9.355,9.363,4.776,17.155,15.616,12.34,6.38
"S490","channel",1,2,"carolinensis","m",60.15,1,4.1,6.41,3.452,5.501,9.027,9.051,11.021,5.517,2.141,6.479,5.725,8.746,6.797,29.001,1.723,3.46,16.908,15.185,11.725,6.098,6.092,12.148,3.084,8.313,9.817,9.252,5.154,17.411,15.874,12.711,6.62
"S492","channel",1,2,"carolinensis","m",57.97,1,3.8,6.04,3.512,5.496,8.55,8.586,10.475,4.943,2.169,6.383,5.546,8.515,6.26,28.033,1.599,3.257,15.502,13.903,10.647,5.319,5.704,11.136,2.59,7.77,9.087,8.715,5.013,15.982,14.57,11.576,5.88
"S497","channel",1,2,"carolinensis","m",46.34,1,1.7,4.8,2.848,4.858,7.469,7.55,9.104,3.566,1.572,5.63,4.895,7.445,5.126,24.279,1.432,2.309,12.75,11.318,9.009,4.377,4.935,9.055,2.381,6.098,7.438,7.276,4.043,13.109,11.888,9.746,4.821
"S498","channel",1,2,"carolinensis","f",49.92,1,2.7,4.98,3.054,4.714,7.422,7.422,9.634,4.831,1.784,5.519,4.563,7.726,5.662,24.824,1.36,2.466,12.763,11.403,8.937,4.321,4.886,9.092,2.589,6.267,7.256,7.307,4.056,13.143,11.974,9.645,4.773
"S499","channel",1,2,"carolinensis","m",57.16,1,3.1,5.76,3.281,5.532,8.72,8.904,11.042,4.988,2.13,6.822,5.947,9.113,6.391,28.575,1.699,3.27,15.867,14.168,10.898,5.497,5.752,11.393,2.117,7.61,8.686,8.576,4.726,16.317,14.803,11.731,5.983
"S500","channel",1,2,"carolinensis","m",55.74,0,2.9,5.56,3.325,5.382,8.146,8.264,10.542,4.73,2.227,6.226,5.22,8.534,6.343,27.395,1.767,3.345,16.013,14.246,10.901,5.557,5.711,12.613,2.492,7.855,8.699,8.717,4.681,16.488,14.898,11.737,6.03
"S501","channel",1,2,"carolinensis","m",60.78,1,3.7,6.22,3.543,5.658,8.708,8.88,11.037,5.079,2.151,6.578,5.889,9.119,6.143,28.946,1.702,3.786,17.187,15.485,11.699,6.07,6.039,12.628,2.526,7.671,9.226,8.935,4.854,17.61,16.117,12.576,6.537
"S502","osprey",0,0,"carolinensis","m",55.19,1,3.1,5.65,3.707,5.827,8.776,8.698,10.636,5,2.308,6.895,5.941,8.877,6.58,28.946,1.683,3.368,15.977,14.294,10.927,5.868,5.399,11.551,2.507,7.117,8.474,8.561,4.711,16.368,14.921,11.719,6.324
"S504","osprey",0,0,"carolinensis","m",54.22,1,2.6,5.29,3.443,5.358,8.334,8.311,10.369,4.785,2.197,6.385,5.718,8.549,5.259,27.504,1.761,3,14.858,13.097,10.097,5.19,5.229,10.291,2.761,6.57,7.808,7.904,4.191,15.217,13.68,10.825,5.597
"S505","osprey",0,0,"carolinensis","m",59.08,1,3.3,5.94,3.375,5.402,8.683,8.746,11.099,4.963,2.02,6.637,5.72,8.866,6.034,28.559,1.685,3.475,16.863,15.178,11.703,6.306,5.798,12.138,2.421,7.521,9.338,8.887,5.103,17.277,15.815,12.6,6.803
"S506","osprey",0,0,"carolinensis","m",59.18,1,3.4,5.64,3.579,5.789,9.216,9.17,11.386,5.133,2.251,7.003,6.343,9.115,6.101,29.97,1.72,3.36,16.5,14.781,11.42,6.173,5.627,11.967,2.599,8.539,8.942,9.201,4.88,17.044,15.48,12.265,6.638
"S508","osprey",0,0,"carolinensis","m",55.36,1,2.6,5.31,3.38,5.455,8.598,8.573,10.6,4.785,1.867,6.334,5.595,9.124,5.34,28.033,1.527,3.279,15.858,14.331,11.052,5.831,5.488,11.772,2.114,6.371,8.125,7.844,4.744,16.175,14.858,11.775,6.295
"S509","osprey",0,0,"carolinensis","m",53.08,1,2.7,5.48,3.217,4.989,8.151,8.247,10.1,4.439,1.902,6.269,5.518,8.158,5.708,26.457,1.812,3.137,15.392,13.58,10.443,5.671,5.057,11.252,2.573,6.953,8.005,8.095,4.667,15.78,14.171,11.184,6.133
"S510","pine",0,0,"carolinensis","m",55.52,1,3.1,5.63,3.21,5.265,8.344,8.415,10.649,5.037,1.907,6.551,5.467,8.704,5.989,27.468,1.849,3.448,16.438,14.589,11.141,6.037,5.44,12.289,2.171,6.894,8.489,8.312,4.73,16.796,15.17,11.923,6.484
"S512","pine",0,0,"carolinensis","m",58.59,1,3.6,5.55,3.474,5.401,8.992,8.962,11.567,5.194,2.214,6.837,5.903,9.178,6.516,29.434,1.808,3.385,16.64,14.831,11.446,6.102,5.677,12.507,2.787,8.391,8.872,9.056,5.049,17.16,15.507,12.276,6.603
"S514","pine",0,0,"carolinensis","f",47.85,1,2.4,4.5,2.717,4.954,7.368,7.384,9.374,4.65,1.83,5.483,4.561,7.419,4.902,24.413,1.539,2.359,12.361,10.822,8.463,4.182,4.585,8.845,2.692,6.255,7.22,7.13,3.943,12.751,11.394,9.201,4.623
"S515","pine",0,0,"carolinensis","f",44.8,1,1.8,4.24,2.6,4.151,6.764,6.877,8.479,4.193,1.712,4.97,4.297,6.78,4.641,21.994,1.382,2.301,11.696,10.314,8.013,4.069,4.159,8.226,2.475,6.217,6.476,6.65,3.838,12.102,10.836,8.643,4.499
"S516","pine",0,0,"carolinensis","m",57.19,1,3.4,5.59,3.224,5.182,8.61,8.619,11.052,5.344,2.058,6.464,5.5,8.816,6.728,28.068,1.839,3.521,16.546,14.707,11.186,6.135,5.411,12.135,2.018,6.783,8.608,8.389,4.734,16.89,15.293,11.985,6.576
"S517","pine",0,0,"carolinensis","m",55.62,1,3,5.49,3.36,5.618,8.898,9.051,11.139,4.734,1.649,6.787,5.87,8.874,5.789,29.015,1.703,3.286,15.909,14.205,10.919,5.85,5.394,11.864,2.434,6.954,8.419,8.303,4.735,16.284,14.8,11.703,6.311
"S518","pine",0,0,"carolinensis","m",50.64,1,2.2,4.81,3.238,5.138,8.487,8.442,10.915,4.753,1.954,6.139,5.017,8.542,6.088,27.778,1.652,2.934,14.477,12.825,9.891,5.135,5.007,10.627,2.448,7.17,7.375,7.487,4.257,14.914,13.36,10.556,5.558
"S519","pine",0,0,"carolinensis","m",55.34,1,2.8,5.31,3.281,5.272,8.187,8.26,10.529,5.121,1.934,6.205,5.286,8.587,6.213,27.269,1.592,3.243,15.723,14.131,10.887,5.724,5.45,11.403,2.405,7.242,8.122,8.323,4.65,16.134,14.731,11.62,6.178
